id,name,price_toman,link,date
17986495,گوشی موبایل اپل مدل iPhone 16 CH دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,919700000,https://www.digikala.com/product/dkp-17986495/گوشی-موبایل-اپل-مدل-iphone-16-ch-دو-سیم-کارت-ظرفیت-128-گیگابایت-و-رم-8-گیگابایت,2025-07-22
19488116,گوشی موبایل اپل مدل iPhone 16 ZAA دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,957000000,https://www.digikala.com/product/dkp-19488116/گوشی-موبایل-اپل-مدل-iphone-16-zaa-دو-سیم-کارت-ظرفیت-128-گیگابایت-و-رم-8-گیگابایت,2025-07-22
19234933,کاور موفی مدل iPhone16_MAGG1 مناسب برای گوشی موبایل اپل iPhone 16 ,3280000,https://www.digikala.com/product/dkp-19234933/کاور-موفی-مدل-iphone16-magg1-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
17857368,محافظ صفحه نمایش سامورایی مدل Glass Max مناسب برای گوشی موبایل اپل iPhone 16,1120000,https://www.digikala.com/product/dkp-17857368/محافظ-صفحه-نمایش-شیشه-ای-سامورایی-مدل-max-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
18455397,محافظ صفحه نمایش شیشه ای سامورایی مدل ovglass مناسب برای گوشی موبایل اپل iPhone 16 ,1280000,https://www.digikala.com/product/dkp-18455397/محافظ-صفحه-نمایش-شیشه-ای-سامورایی-مدل-ovglass-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
17986522,گوشی موبایل اپل مدل iPhone 16 Pro ZAA دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,1364900000,https://www.digikala.com/product/dkp-17986522/گوشی-موبایل-اپل-مدل-iphone-16-pro-zaa-دو-سیم-کارت-ظرفیت-256-گیگابایت-و-رم-8-گیگابایت,2025-07-22
17874416,کاور موفی مدل IPhone16_HMG02 مناسب برای گوشی موبایل اپل iPhone 16,3375000,https://www.digikala.com/product/dkp-17874416/کاور-موفی-مدل-iphone16-hmg02-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
16824070,محافظ صفحه نمایش جانبو مدل Vivanewpkg مناسب برای گوشی موبایل اپل iPhone 16,897600,https://www.digikala.com/product/dkp-16824070/محافظ-صفحه-نمایش-جانبو-مدل-vivanewpkg-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
16810039,کاور مدل SILICONE ORG مناسب برای گوشی موبایل اپل iphone 16,1500000,https://www.digikala.com/product/dkp-16810039/کاور-مدل-silicone-org-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
17873798,کاور موفی مدل --IPhone16_CASEP04 مناسب برای گوشی موبایل اپل iPhone 16,1700000,https://www.digikala.com/product/dkp-17873798/کاور-موفی-مدل-iphone16-casep04-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
16809891,کاور مدل MagSafe مناسب برای گوشی موبایل اپل iphone 16,995000,https://www.digikala.com/product/dkp-16809891/کاور-مدل-magsafe-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
16831176,محافظ صفحه نمایش جی اف مدل Diamond2 SuperD مناسب برای گوشی موبایل اپل iPhone 16,733600,https://www.digikala.com/product/dkp-16831176/محافظ-صفحه-نمایش-جی-اف-مدل-diamond2-superd-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
17986623,گوشی موبایل اپل مدل iPhone 16 Pro Max ZAA دو سیم کارت ظرفیت 512 گیگابایت و رم 8 گیگابایت,1734254000,https://www.digikala.com/product/dkp-17986623/گوشی-موبایل-اپل-مدل-iphone-16-pro-max-zaa-دو-سیم-کارت-ظرفیت-512-گیگابایت-و-رم-8-گیگابایت,2025-07-22
16823742,محافظ صفحه نمایش کوکونات مدل mnknewpkg مناسب برای گوشی موبایل اپل iPhone 16,479100,https://www.digikala.com/product/dkp-16823742/محافظ-صفحه-نمایش-کوکونات-مدل-mnknewpkg-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
17986675,گوشی موبایل اپل مدل iPhone 16 Pro Max ZAA دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,1476825000,https://www.digikala.com/product/dkp-17986675/گوشی-موبایل-اپل-مدل-iphone-16-pro-max-zaa-دو-سیم-کارت-ظرفیت-256-گیگابایت-و-رم-8-گیگابایت,2025-07-22
17782836,کاور موفی مدل +16_NM مناسب برای گوشی موبایل اپل iPhone 16,3375000,https://www.digikala.com/product/dkp-17782836/کاور-موفی-مدل-16-nm-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
17986649,گوشی موبایل اپل مدل iPhone 16 Pro Max ZAA دو سیم کارت ظرفیت 1 ترابایت و رم 8 گیگابایت,2041946000,https://www.digikala.com/product/dkp-17986649/گوشی-موبایل-اپل-مدل-iphone-16-pro-max-zaa-دو-سیم-کارت-ظرفیت-1-ترابایت-و-رم-8-گیگابایت,2025-07-22
17873364,کاور موفی مدل 16_SLH02 مناسب برای گوشی موبایل اپل iPhone 16,2100000,https://www.digikala.com/product/dkp-17873364/کاور-موفی-مدل-16-slh02-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
18081021,کاور قاب ایران مدل Casep مناسب برای گوشی موبایل اپل iPhone 16  ,2580000,https://www.digikala.com/product/dkp-18081021/کاور-قاب-ایران-مدل-casep-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
16914930,کاور قاب کاور مدل Magsafe مناسب برای گوشی موبایل اپل iPhone 16,2190000,https://www.digikala.com/product/dkp-16914930/کاور-قاب-کاور-مدل-magsafe-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
17986495,گوشی موبایل اپل مدل iPhone 16 CH دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,919700000,https://www.digikala.com/product/dkp-17986495/گوشی-موبایل-اپل-مدل-iphone-16-ch-دو-سیم-کارت-ظرفیت-128-گیگابایت-و-رم-8-گیگابایت,2025-07-22
19488116,گوشی موبایل اپل مدل iPhone 16 ZAA دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,957000000,https://www.digikala.com/product/dkp-19488116/گوشی-موبایل-اپل-مدل-iphone-16-zaa-دو-سیم-کارت-ظرفیت-128-گیگابایت-و-رم-8-گیگابایت,2025-07-22
19234933,کاور موفی مدل iPhone16_MAGG1 مناسب برای گوشی موبایل اپل iPhone 16 ,3280000,https://www.digikala.com/product/dkp-19234933/کاور-موفی-مدل-iphone16-magg1-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
17857368,محافظ صفحه نمایش سامورایی مدل Glass Max مناسب برای گوشی موبایل اپل iPhone 16,1120000,https://www.digikala.com/product/dkp-17857368/محافظ-صفحه-نمایش-شیشه-ای-سامورایی-مدل-max-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
18455397,محافظ صفحه نمایش شیشه ای سامورایی مدل ovglass مناسب برای گوشی موبایل اپل iPhone 16 ,1280000,https://www.digikala.com/product/dkp-18455397/محافظ-صفحه-نمایش-شیشه-ای-سامورایی-مدل-ovglass-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
17986522,گوشی موبایل اپل مدل iPhone 16 Pro ZAA دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,1364900000,https://www.digikala.com/product/dkp-17986522/گوشی-موبایل-اپل-مدل-iphone-16-pro-zaa-دو-سیم-کارت-ظرفیت-256-گیگابایت-و-رم-8-گیگابایت,2025-07-22
17874416,کاور موفی مدل IPhone16_HMG02 مناسب برای گوشی موبایل اپل iPhone 16,3375000,https://www.digikala.com/product/dkp-17874416/کاور-موفی-مدل-iphone16-hmg02-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
16824070,محافظ صفحه نمایش جانبو مدل Vivanewpkg مناسب برای گوشی موبایل اپل iPhone 16,897600,https://www.digikala.com/product/dkp-16824070/محافظ-صفحه-نمایش-جانبو-مدل-vivanewpkg-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
16823742,محافظ صفحه نمایش کوکونات مدل mnknewpkg مناسب برای گوشی موبایل اپل iPhone 16,479100,https://www.digikala.com/product/dkp-16823742/محافظ-صفحه-نمایش-کوکونات-مدل-mnknewpkg-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
16810039,کاور مدل SILICONE ORG مناسب برای گوشی موبایل اپل iphone 16,1500000,https://www.digikala.com/product/dkp-16810039/کاور-مدل-silicone-org-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
17873798,کاور موفی مدل --IPhone16_CASEP04 مناسب برای گوشی موبایل اپل iPhone 16,1700000,https://www.digikala.com/product/dkp-17873798/کاور-موفی-مدل-iphone16-casep04-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
16809891,کاور مدل MagSafe مناسب برای گوشی موبایل اپل iphone 16,995000,https://www.digikala.com/product/dkp-16809891/کاور-مدل-magsafe-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
16831176,محافظ صفحه نمایش جی اف مدل Diamond2 SuperD مناسب برای گوشی موبایل اپل iPhone 16,733600,https://www.digikala.com/product/dkp-16831176/محافظ-صفحه-نمایش-جی-اف-مدل-diamond2-superd-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
19436735,کاور مدل Grip مناسب برای گوشی موبایل اپل iphone 16,3828000,https://www.digikala.com/product/dkp-19436735/کاور-مدل-grip-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
16826294,محافظ صفحه نمایش ال کا جی مدل LKKnewpkg مناسب برای گوشی موبایل اپل iPhone 16,1078000,https://www.digikala.com/product/dkp-16826294/محافظ-صفحه-نمایش-ال-کا-جی-مدل-lkknewpkg-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
17986623,گوشی موبایل اپل مدل iPhone 16 Pro Max ZAA دو سیم کارت ظرفیت 512 گیگابایت و رم 8 گیگابایت,1734254000,https://www.digikala.com/product/dkp-17986623/گوشی-موبایل-اپل-مدل-iphone-16-pro-max-zaa-دو-سیم-کارت-ظرفیت-512-گیگابایت-و-رم-8-گیگابایت,2025-07-22
16993286,محافظ صفحه نمایش بادیگارد مدل HighGss مناسب برای گوشی موبایل اپل iPhone 16 به همراه محافظ پشت گوشی,3250000,https://www.digikala.com/product/dkp-16993286/محافظ-صفحه-نمایش-بادیگارد-مدل-highgss-مناسب-برای-گوشی-موبایل-اپل-iphone-16-به-همراه-محافظ-پشت-گوشی,2025-07-22
18095204,کاور مدل کربنی S-IDEL مناسب برای گوشی موبایل اپل iphone 16,4900000,https://www.digikala.com/product/dkp-18095204/کاور-مدل-کربنی-s-idel-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
17986675,گوشی موبایل اپل مدل iPhone 16 Pro Max ZAA دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,1476825000,https://www.digikala.com/product/dkp-17986675/گوشی-موبایل-اپل-مدل-iphone-16-pro-max-zaa-دو-سیم-کارت-ظرفیت-256-گیگابایت-و-رم-8-گیگابایت,2025-07-22
17782836,کاور موفی مدل +16_NM مناسب برای گوشی موبایل اپل iPhone 16,3375000,https://www.digikala.com/product/dkp-17782836/کاور-موفی-مدل-16-nm-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
18832063,گوشی موبایل اپل مدل iPhone 16 Pro Max ZAA دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - اکتیو,1590000000,https://www.digikala.com/product/dkp-18832063/گوشی-موبایل-اپل-مدل-iphone-16-pro-max-zaa-دو-سیم-کارت-ظرفیت-256-گیگابایت-و-رم-8-گیگابایت-اکتیو,2025-07-22
17185870,محافظ صفحه نمایش مات بادیگارد مدل MA مناسب برای گوشی موبایل اپل iPhone 16,1650000,https://www.digikala.com/product/dkp-17185870/محافظ-صفحه-نمایش-مات-بادیگارد-مدل-ma-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
18408287,کاور مدل Opulence مناسب برای گوشی موبایل اپل iPhone 16,6505000,https://www.digikala.com/product/dkp-18408287/کاور-مدل-opulence-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
16741925,محافظ صفحه نمایش شیشه ای بادیگارد مدل Clear مناسب برای گوشی موبایل اپل iPhone 16 Pro Max,2300000,https://www.digikala.com/product/dkp-16741925/محافظ-صفحه-نمایش-شیشه-ای-بادیگارد-مدل-clear-مناسب-برای-گوشی-موبایل-اپل-iphone-16-pro-max,2025-07-22
16742814,محافظ صفحه نمایش گلس استار مدل SUPER2G مناسب برای گوشی موبایل اپل iPhone 16 ,1520000,https://www.digikala.com/product/dkp-16742814/محافظ-صفحه-نمایش-گلس-استار-مدل-super2g-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
18081021,کاور قاب ایران مدل Casep مناسب برای گوشی موبایل اپل iPhone 16  ,2580000,https://www.digikala.com/product/dkp-18081021/کاور-قاب-ایران-مدل-casep-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
16806068,محافظ صفحه نمایش کوکونات مدل UDBnewpkg Antistatic مناسب برای گوشی موبایل اپل iPhone 16,898300,https://www.digikala.com/product/dkp-16806068/محافظ-صفحه-نمایش-کوکونات-مدل-udbnewpkg-antistatic-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
19234933,کاور موفی مدل iPhone16_MAGG1 مناسب برای گوشی موبایل اپل iPhone 16 ,3280000,https://www.digikala.com/product/dkp-19234933/کاور-موفی-مدل-iphone16-magg1-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
17640975,کاور سامورایی مدل PURE مناسب برای گوشی موبایل اپل iPhone 16 ,2860000,https://www.digikala.com/product/dkp-17640975/کاور-سامورایی-مدل-pure-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
16955208,کاور بادیگارد مدل Carbon Stand مناسب برای گوشی موبایل اپل iPhone 16 Pro Max,4450000,https://www.digikala.com/product/dkp-16955208/کاور-بادیگارد-مدل-carbon-stand-مناسب-برای-گوشی-موبایل-اپل-iphone-16-pro-max,2025-07-22
16810039,کاور مدل SILICONE ORG مناسب برای گوشی موبایل اپل iphone 16,1500000,https://www.digikala.com/product/dkp-16810039/کاور-مدل-silicone-org-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
16800572,کاور مسیر مدل Clear Magnetic Magsafe مناسب برای گوشی موبایل اپل Iphone 16,1636800,https://www.digikala.com/product/dkp-16800572/کاور-مسیر-مدل-clear-magnetic-magsafe-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
17099122,محافظ صفحه نمایش 11D اپیکوی مدل Blue ESD مناسب برای گوشی موبایل اپل iPhone 16,5270800,https://www.digikala.com/product/dkp-17099122/محافظ-صفحه-نمایش-11d-اپیکوی-مدل-blue-esd-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
17857226,محافظ صفحه نمایش سامورایی مدل Glass Max مناسب برای گوشی موبایل اپل iPhone 16 Pro Max,1450000,https://www.digikala.com/product/dkp-17857226/محافظ-صفحه-نمایش-شیشه-ای-سامورایی-مدل-max-مناسب-برای-گوشی-موبایل-اپل-iphone-16-pro-max,2025-07-22
16914930,کاور قاب کاور مدل Magsafe مناسب برای گوشی موبایل اپل iPhone 16,2190000,https://www.digikala.com/product/dkp-16914930/کاور-قاب-کاور-مدل-magsafe-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
17782836,کاور موفی مدل +16_NM مناسب برای گوشی موبایل اپل iPhone 16,3375000,https://www.digikala.com/product/dkp-17782836/کاور-موفی-مدل-16-nm-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
18095204,کاور مدل کربنی S-IDEL مناسب برای گوشی موبایل اپل iphone 16,4900000,https://www.digikala.com/product/dkp-18095204/کاور-مدل-کربنی-s-idel-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
16833136,کاور سامورایی مدل Akio مناسب برای گوشی موبایل اپل iPhone 16,3990000,https://www.digikala.com/product/dkp-16833136/کاور-سامورایی-مدل-akio-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
19143320,گوشی موبایل اپل مدل iPhone 16 Pro Max ZAA دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - به همراه شارژر 20 وات اپل,1524000000,https://www.digikala.com/product/dkp-19143320/گوشی-موبایل-اپل-مدل-iphone-16-pro-max-zaa-دو-سیم-کارت-ظرفیت-256-گیگابایت-و-رم-8-گیگابایت-به-همراه-شارژر-20-وات-اپل,2025-07-22
19230397,کاور اپیکوی مدل Matte-MagSafe مناسب برای گوشی موبایل اپل iPhone 16,4840000,https://www.digikala.com/product/dkp-19230397/کاور-اپیکوی-مدل-matte-magsafe-مناسب-برای-گوشی-موبایل-اپل-iphone-16,2025-07-22
